Title,Artist,Release Date,Year,Popularity,Track ID,Valence,Energy,Danceability,Loudness,Acousticness,Spotify_Link,Cluster,Mood
Tally,BLACKPINK,9/16/2022,2022,61,0bYVPJvXr8ACmw313cVvhB,0.464,0.636,0.691,-4.803,0.00857,https://open.spotify.com/track/0bYVPJvXr8ACmw313cVvhB,0,Anxious
Rocket (Take You Higher),PSYCHIC FEVER from EXILE TRIBE,1/19/2024,2024,32,6YAXvaMQcZa8ZW4laTjEn4,0.817,0.842,0.781,-6.081,0.0534,https://open.spotify.com/track/6YAXvaMQcZa8ZW4laTjEn4,3,Happy
I’m Ready,CHUNG HA,3/11/2024,2024,54,1uHAvl4MdI8zbobFG9FueP,0.511,0.882,0.717,-3.621,0.0272,https://open.spotify.com/track/1uHAvl4MdI8zbobFG9FueP,3,Happy
Dream of You (with R3hab),CHUNG HA,2/15/2021,2021,52,5avjngfV5MZAmEVPytbMqT,0.615,0.728,0.658,-3.895,0.0336,https://open.spotify.com/track/5avjngfV5MZAmEVPytbMqT,3,Happy
Highway to Heaven - English Version,NCT 127,7/18/2019,2019,37,3WNuXdBxk8tQ2VI020dqvE,0.497,0.74,0.676,-5.044,0.00257,https://open.spotify.com/track/3WNuXdBxk8tQ2VI020dqvE,0,Anxious
So Am I (feat. NCT 127),Ava Max,7/3/2019,2019,53,6hIP8wBnZ74qA0xOXhXt3v,0.55,0.678,0.678,-4.724,0.0461,https://open.spotify.com/track/6hIP8wBnZ74qA0xOXhXt3v,0,Anxious
Wish You Hell,WENDY,3/12/2024,2024,44,7b8SkcdeiTuo6FQXdPgPWW,0.694,0.725,0.754,-3.363,0.0514,https://open.spotify.com/track/7b8SkcdeiTuo6FQXdPgPWW,3,Happy
Let Me Dance,EVERGLOW,11/12/2020,2020,29,1fimfc1OQeellxi69Lo1pE,0.546,0.966,0.787,0.039,0.0161,https://open.spotify.com/track/1fimfc1OQeellxi69Lo1pE,3,Happy
This Time Around (feat. (G)I-DLE),Jennifer Lopez,3/15/2024,2024,44,30n30ec51A8XNUcuT4g6w2,0.425,0.722,0.514,-4.774,0.0162,https://open.spotify.com/track/30n30ec51A8XNUcuT4g6w2,0,Anxious
Back 2 U (AM 01:27),NCT 127,1/6/2017,2017,52,37SqctQhMp3MjvGDXKhnJ3,0.375,0.754,0.648,-6.266,0.548,https://open.spotify.com/track/37SqctQhMp3MjvGDXKhnJ3,0,Anxious
Pink Venom,BLACKPINK,9/16/2022,2022,55,6stcJnJHPO8RrYx5LLz5OP,0.747,0.751,0.684,-6.22,0.0126,https://open.spotify.com/track/6stcJnJHPO8RrYx5LLz5OP,3,Happy
Shut Down,BLACKPINK,9/16/2022,2022,64,0ARKW62l9uWIDYMZTUmJHF,0.621,0.704,0.814,-5.146,0.00291,https://open.spotify.com/track/0ARKW62l9uWIDYMZTUmJHF,3,Happy
Fear,SEVENTEEN,9/16/2019,2019,58,1SgRnIFTs39lSkQJACYDoY,0.703,0.945,0.581,-2.698,0.16,https://open.spotify.com/track/1SgRnIFTs39lSkQJACYDoY,3,Happy
Try Again,JAEHYUN,11/24/2017,2017,69,4Sav8RLaXMBpTZX6xNPj0K,0.345,0.352,0.435,-7.815,0.814,https://open.spotify.com/track/4Sav8RLaXMBpTZX6xNPj0K,2,Sad
XXL,YOUNG POSSE,3/20/2024,2024,57,05QXjyZgsAq6J84J6SlbyV,0.501,0.815,0.774,-3.055,0.0137,https://open.spotify.com/track/05QXjyZgsAq6J84J6SlbyV,0,Anxious
OTB,YOUNG POSSE,10/18/2023,2023,40,5Z9G99Cxk1IuzHtkcVzi7R,0.507,0.732,0.76,-4.621,0.0296,https://open.spotify.com/track/5Z9G99Cxk1IuzHtkcVzi7R,0,Anxious
MAY LILY,LEESEO,2/22/2024,2024,38,3jFz8MinepMJRlKkW1QMnj,0.328,0.702,0.625,-3.518,0.323,https://open.spotify.com/track/3jFz8MinepMJRlKkW1QMnj,0,Anxious
Bother Me,CHUNG HA,2/15/2021,2021,39,7B59ozzoEdLbaa4slfGLRZ,0.502,0.865,0.661,-3.536,0.0225,https://open.spotify.com/track/7B59ozzoEdLbaa4slfGLRZ,0,Anxious
FUNK JAM,n.SSign,2/15/2024,2024,24,2g2C8DAJ5P4jQnEvGgfNqx,0.774,0.902,0.684,-3.976,0.0412,https://open.spotify.com/track/2g2C8DAJ5P4jQnEvGgfNqx,3,Happy
FUEGO,THE NEW SIX,3/20/2024,2024,46,2iCy2qfDdWN8duitTHeHSm,0.763,0.757,0.845,-4.673,0.1,https://open.spotify.com/track/2iCy2qfDdWN8duitTHeHSm,3,Happy
BODY,HIGHLIGHT,3/11/2024,2024,45,3jH1IMkaF2I1sDgNDbegq5,0.701,0.819,0.701,-2.831,0.00931,https://open.spotify.com/track/3jH1IMkaF2I1sDgNDbegq5,3,Happy
BBB,PURPLE KISS,3/19/2024,2024,46,1Xj89xyCM5Edza6AqTpRuB,0.759,0.673,0.822,-4.302,0.158,https://open.spotify.com/track/1Xj89xyCM5Edza6AqTpRuB,3,Happy
MACARONI CHEESE,YOUNG POSSE,10/18/2023,2023,49,1CqMpf1w1IPWWq4Zxa2RxK,0.729,0.629,0.88,-6.207,0.0188,https://open.spotify.com/track/1CqMpf1w1IPWWq4Zxa2RxK,1,Calm
Diamond,TRI.BE,2/20/2024,2024,56,4SjL5rKPVxe2K2FnjluuVa,0.823,0.82,0.712,-2.64,0.0539,https://open.spotify.com/track/4SjL5rKPVxe2K2FnjluuVa,3,Happy
Smoothie,NCT DREAM,3/25/2024,2024,53,2jaapqz7L9MpMf7vpkqU9I,0.39,0.771,0.803,-3.593,0.00923,https://open.spotify.com/track/2jaapqz7L9MpMf7vpkqU9I,0,Anxious
icantfeelanything,NCT DREAM,3/25/2024,2024,43,1D11R41GrNKopqfY4JsfTf,0.101,0.786,0.56,-6.099,0.0185,https://open.spotify.com/track/1D11R41GrNKopqfY4JsfTf,0,Anxious
Carat Cake,NCT DREAM,3/25/2024,2024,42,1rmfuohSVfLQF3nPiSd1ja,0.593,0.761,0.737,-5.465,0.144,https://open.spotify.com/track/1rmfuohSVfLQF3nPiSd1ja,3,Happy
Like It That Way,CIX,7/23/2019,2019,27,6MqzVqaRreiewxY5wLCTWG,0.657,0.889,0.655,-3.265,0.052,https://open.spotify.com/track/6MqzVqaRreiewxY5wLCTWG,3,Happy
Rewind,CIX,11/19/2019,2019,24,6N0au2jHO9gFKF186hgM4U,0.306,0.747,0.619,-3.526,0.0263,https://open.spotify.com/track/6N0au2jHO9gFKF186hgM4U,0,Anxious
Switch It Up,CIX,10/27/2020,2020,23,4zNB1ptIzZa1VKrzozSomU,0.645,0.882,0.608,-2.002,0.0831,https://open.spotify.com/track/4zNB1ptIzZa1VKrzozSomU,3,Happy
Dreamer,TOMORROW X TOGETHER,10/13/2023,2023,57,59ScHwQ4PP0TRTJgG07PAW,0.264,0.573,0.532,-6.183,0.213,https://open.spotify.com/track/59ScHwQ4PP0TRTJgG07PAW,0,Anxious
10 Minutes,Lee Hyori,8/13/2003,2003,65,2Tfv41qZ0U3ahZiKiDBa4a,0.869,0.671,0.934,-7.253,0.0464,https://open.spotify.com/track/2Tfv41qZ0U3ahZiKiDBa4a,3,Happy
Round 2,CIX,2/2/2021,2021,23,7zUUkyqgOx4uMyVp9dnzlq,0.493,0.706,0.602,-4.68,0.185,https://open.spotify.com/track/7zUUkyqgOx4uMyVp9dnzlq,0,Anxious
Bend the Rules,CIX,8/22/2022,2022,25,0ePewdJeqLAf53hi1kXP1y,0.716,0.797,0.672,-2.767,0.123,https://open.spotify.com/track/0ePewdJeqLAf53hi1kXP1y,3,Happy
Energetic,Wanna One,11/13/2017,2017,58,3NkkcnnKrNHv4AiGaPdD76,0.752,0.886,0.714,-3.076,0.058,https://open.spotify.com/track/3NkkcnnKrNHv4AiGaPdD76,3,Happy
Left & Right,SEVENTEEN,6/22/2020,2020,58,5QGooKayQPVZMUDc8Qt3Dm,0.95,0.829,0.726,-3.876,0.146,https://open.spotify.com/track/5QGooKayQPVZMUDc8Qt3Dm,3,Happy
SHEESH,BABYMONSTER,4/1/2024,2024,79,1njlnn8ZKHI77Pe9szIONR,0.461,0.728,0.774,-5.079,0.113,https://open.spotify.com/track/1njlnn8ZKHI77Pe9szIONR,0,Anxious
MONSTERS (Intro),BABYMONSTER,4/1/2024,2024,59,2TDIYXFSaesHBw3ZtWpFev,0.79,0.718,0.624,-5.999,0.0943,https://open.spotify.com/track/2TDIYXFSaesHBw3ZtWpFev,3,Happy
LIKE THAT,BABYMONSTER,4/1/2024,2024,75,7GDgpad2BQVuDUzaxHFakc,0.76,0.5,0.871,-8.675,0.32,https://open.spotify.com/track/7GDgpad2BQVuDUzaxHFakc,1,Calm
Stuck In The Middle (7 ver.),BABYMONSTER,4/1/2024,2024,58,3RbulqgQKpX4OvvESysMI1,0.362,0.293,0.62,-10.465,0.886,https://open.spotify.com/track/3RbulqgQKpX4OvvESysMI1,2,Sad
BATTER UP (7 ver.),BABYMONSTER,4/1/2024,2024,59,2MQmaHNnCCuisRHu551ZQq,0.858,0.687,0.901,-5.014,0.0524,https://open.spotify.com/track/2MQmaHNnCCuisRHu551ZQq,3,Happy
DREAM,BABYMONSTER,4/1/2024,2024,65,580sy6eZ6j0LrjvayPKD0k,0.189,0.381,0.668,-7.872,0.563,https://open.spotify.com/track/580sy6eZ6j0LrjvayPKD0k,2,Sad
The Killa (I Belong to You),TOMORROW X TOGETHER,4/1/2024,2024,64,33RfPb7Vca7s2x5xzXR5E3,0.481,0.56,0.759,-5.536,0.134,https://open.spotify.com/track/33RfPb7Vca7s2x5xzXR5E3,0,Anxious
Off My Mind,CIX,8/17/2021,2021,23,447TuuvB15UZM7vpQ95xI1,0.882,0.687,0.682,-3.326,0.0885,https://open.spotify.com/track/447TuuvB15UZM7vpQ95xI1,3,Happy
Dance,YUGYEOM,2/21/2024,2024,38,73fDNlf1cY0M6QiKQw4ZUQ,0.326,0.679,0.802,-5.167,0.0737,https://open.spotify.com/track/73fDNlf1cY0M6QiKQw4ZUQ,0,Anxious
BTBT,B.I,5/13/2022,2022,63,4XcxgZSriCYamtIA7BgT7V,0.509,0.664,0.766,-6.932,0.334,https://open.spotify.com/track/4XcxgZSriCYamtIA7BgT7V,0,Anxious
Walking on the moon (English Ver),TAN,7/26/2022,2022,10,57Sevy6erlnASHSEkHHjjm,0.708,0.84,0.581,-4.475,0.105,https://open.spotify.com/track/57Sevy6erlnASHSEkHHjjm,3,Happy
Tarzan (TAEHOON & JISEONG),TAN,8/11/2023,2023,11,6rDbIPBPYOXoadc1pfQYiI,0.623,0.855,0.756,-1.289,0.0309,https://open.spotify.com/track/6rDbIPBPYOXoadc1pfQYiI,3,Happy
Euphoria,BTS,8/24/2018,2018,71,5YMXGBD6vcYP7IolemyLtK,0.57,0.799,0.637,-4.518,0.394,https://open.spotify.com/track/5YMXGBD6vcYP7IolemyLtK,3,Happy
Siren,RIIZE,4/3/2024,2024,50,3lc6BSosCqVoNddw1izHXj,0.677,0.825,0.803,-2.929,0.00102,https://open.spotify.com/track/3lc6BSosCqVoNddw1izHXj,3,Happy
Midas Touch,KISS OF LIFE,4/3/2024,2024,74,0vaxYDAuAO1nPolC6bQp7V,0.854,0.9,0.796,-3.049,0.0513,https://open.spotify.com/track/0vaxYDAuAO1nPolC6bQp7V,3,Happy
Nothing,KISS OF LIFE,4/3/2024,2024,61,3ym9bzwGG4uxVaJ0pLoQbM,0.632,0.802,0.615,-2.371,0.182,https://open.spotify.com/track/3ym9bzwGG4uxVaJ0pLoQbM,3,Happy
Passionfruit,NMIXX,1/15/2024,2024,54,773OzGjcoYdvfbRqpympVW,0.674,0.773,0.759,-5.271,0.279,https://open.spotify.com/track/773OzGjcoYdvfbRqpympVW,3,Happy
I’ll See You There Tomorrow,TOMORROW X TOGETHER,4/1/2024,2024,67,0bMWoFtQIrnW5YyNMc4aKQ,0.645,0.827,0.748,-5.242,0.146,https://open.spotify.com/track/0bMWoFtQIrnW5YyNMc4aKQ,3,Happy
Trouble Maker,Trouble Maker,12/1/2011,2011,59,0RP3Qjp1QhIjhtG7gYoBqn,0.952,0.805,0.838,-2.723,0.0826,https://open.spotify.com/track/0RP3Qjp1QhIjhtG7gYoBqn,3,Happy
CHANGE UP,SEVENTEEN,11/6/2017,2017,50,6j6wUN8whCYTwxCg9R240U,0.56,0.79,0.589,-4.033,0.108,https://open.spotify.com/track/6j6wUN8whCYTwxCg9R240U,3,Happy
Impossible,RIIZE,4/18/2024,2024,53,5zBO8f5BKQX4VNR3ILfDXk,0.813,0.809,0.765,-4.325,0.00538,https://open.spotify.com/track/5zBO8f5BKQX4VNR3ILfDXk,3,Happy
Loved,B.I,10/27/2023,2023,43,2nWVowkuFVY6hCRBylnaZh,0.46,0.566,0.818,-9.399,0.0804,https://open.spotify.com/track/2nWVowkuFVY6hCRBylnaZh,0,Anxious
Bon Bon Chocolat,EVERGLOW,3/18/2019,2019,58,5XS0GCCIotaI6XtsYcIKeX,0.633,0.828,0.72,-5.559,0.0343,https://open.spotify.com/track/5XS0GCCIotaI6XtsYcIKeX,3,Happy
Regular - English Version,NCT 127,10/12/2018,2018,52,4KqPuyZdcjXuRqXSARnt6r,0.831,0.747,0.741,-5.459,0.263,https://open.spotify.com/track/4KqPuyZdcjXuRqXSARnt6r,3,Happy
Candy Crush,ARTMS,4/25/2024,2024,9,13ykJ1EkyTbiUIpj9WVaNe,0.76,0.776,0.504,-5.009,0.226,https://open.spotify.com/track/13ykJ1EkyTbiUIpj9WVaNe,3,Happy
2 Tone Rose Gold,Samuel,4/21/2024,2024,32,5qnUkg5tlCIhJ87qKpfM02,0.662,0.754,0.748,-5.472,0.00894,https://open.spotify.com/track/5qnUkg5tlCIhJ87qKpfM02,3,Happy
Tell Me,Samuel,4/21/2024,2024,25,7odzAXGfdso0dNCxPMsJnX,0.408,0.568,0.538,-6.446,0.000846,https://open.spotify.com/track/7odzAXGfdso0dNCxPMsJnX,0,Anxious
"Earth, Wind & Fire",BOYNEXTDOOR,4/15/2024,2024,68,0Tq7v8YAmwdnAYBwyR1pZ4,0.617,0.888,0.664,-3.277,0.0208,https://open.spotify.com/track/0Tq7v8YAmwdnAYBwyR1pZ4,3,Happy
Psychic,LAY,4/17/2024,2024,41,3W3hv87iiFb57tXdmtoF9a,0.535,0.755,0.86,-3.656,0.184,https://open.spotify.com/track/3W3hv87iiFb57tXdmtoF9a,0,Anxious
Psychic - Korean Version,LAY,4/17/2024,2024,34,7CeFfFw8fSyA0RVtqYjEbF,0.591,0.762,0.842,-3.804,0.188,https://open.spotify.com/track/7CeFfFw8fSyA0RVtqYjEbF,3,Happy
Honestly,RIIZE,4/28/2024,2024,44,03S9ATtLIBqudkXFQsajpQ,0.365,0.546,0.59,-7.446,0.00343,https://open.spotify.com/track/03S9ATtLIBqudkXFQsajpQ,0,Anxious
Everytime,YUQI,4/23/2024,2024,46,3tx2utq1sWx0NlsPMnlL0n,0.337,0.513,0.591,-7.165,0.334,https://open.spotify.com/track/3tx2utq1sWx0NlsPMnlL0n,2,Sad
MAESTRO,SEVENTEEN,4/29/2024,2024,74,2UE9XGbAzicJIyo4bB6sqM,0.589,0.842,0.679,-4.113,0.0819,https://open.spotify.com/track/2UE9XGbAzicJIyo4bB6sqM,3,Happy
해야 (HEYA),IVE,4/29/2024,2024,69,4gOwpU4kMZZNDWkoHYUj1Z,0.685,0.837,0.702,-3.447,0.0297,https://open.spotify.com/track/4gOwpU4kMZZNDWkoHYUj1Z,3,Happy
Birthday,82MAJOR,4/29/2024,2024,31,2QMLSBBZHEmzhI25hFpu6e,0.834,0.742,0.813,-3.1,0.0378,https://open.spotify.com/track/2QMLSBBZHEmzhI25hFpu6e,3,Happy
NANANA,GOT7,5/23/2022,2022,49,2tEMbypmvYhf84mzVbhxwZ,0.601,0.692,0.706,-4.433,0.0768,https://open.spotify.com/track/2tEMbypmvYhf84mzVbhxwZ,3,Happy
GEEKIN,YOUNITE,5/1/2024,2024,34,6vP4NceJJLHM9xddBbKrH9,0.726,0.917,0.84,-3.143,0.0274,https://open.spotify.com/track/6vP4NceJJLHM9xddBbKrH9,3,Happy
SPOT!,ZICO,4/26/2024,2024,78,1SS0WlKhJewviwEDZ6dWj0,0.906,0.782,0.875,-3.905,0.151,https://open.spotify.com/track/1SS0WlKhJewviwEDZ6dWj0,3,Happy
Spell,SEVENTEEN,4/29/2024,2024,66,2L6QRccSHAsdZDc9gz6Bfi,0.514,0.62,0.828,-5.259,0.663,https://open.spotify.com/track/2L6QRccSHAsdZDc9gz6Bfi,0,Anxious
Home,SEVENTEEN,1/21/2019,2019,53,2Zp4i8aIXc1dGoP7m1wOpa,0.607,0.55,0.746,-5.019,0.421,https://open.spotify.com/track/2Zp4i8aIXc1dGoP7m1wOpa,1,Calm
Palayo,Felip,1/24/2021,2021,48,3FvYLNM5ShB5vDCzGw8syX,0.389,0.493,0.798,-10.029,0.636,https://open.spotify.com/track/3FvYLNM5ShB5vDCzGw8syX,2,Sad
Criminal,TAEMIN,9/7/2020,2020,56,2KXEE2MsPZLmT38XiyAOpH,0.161,0.867,0.65,-3.332,0.0287,https://open.spotify.com/track/2KXEE2MsPZLmT38XiyAOpH,0,Anxious
Queen,HISTORY,4/11/2016,2016,33,6LUT2J9XUctY7a0FrzivOw,0.581,0.893,0.55,-2.273,0.000419,https://open.spotify.com/track/6LUT2J9XUctY7a0FrzivOw,3,Happy
Deep Down,TOMORROW X TOGETHER,10/13/2023,2023,54,4iK0QSCW3nmt6bsZtAjzX6,0.41,0.471,0.801,-9.083,0.0597,https://open.spotify.com/track/4iK0QSCW3nmt6bsZtAjzX6,2,Sad
Scar to Scar,&TEAM,5/7/2024,2024,50,2lY53VNVtulqeWJacaf4aR,0.167,0.715,0.555,-6.235,0.00197,https://open.spotify.com/track/2lY53VNVtulqeWJacaf4aR,0,Anxious
One Look,LEO,5/9/2024,2024,27,3HmgMOBjXs02gdq5Qr90QA,0.331,0.654,0.798,-7.728,0.435,https://open.spotify.com/track/3HmgMOBjXs02gdq5Qr90QA,0,Anxious
Come Closer,LEO,5/9/2024,2024,38,0Sep7VIdLwWPVhtxKsCxRm,0.743,0.694,0.781,-4.451,0.0401,https://open.spotify.com/track/0Sep7VIdLwWPVhtxKsCxRm,3,Happy
Pretty Plzzz (Feat. B.I),LEO,5/9/2024,2024,39,5USvH8SnVbfjTRRZN0PcUX,0.63,0.5,0.836,-6.088,0.0838,https://open.spotify.com/track/5USvH8SnVbfjTRRZN0PcUX,1,Calm
Farewell,LEO,5/9/2024,2024,34,33s2jgsclvmJiP6ShGIypQ,0.501,0.64,0.651,-5.136,0.115,https://open.spotify.com/track/33s2jgsclvmJiP6ShGIypQ,0,Anxious
Broke My Heart (feat. Lay Bankz),KINO,5/2/2024,2024,36,3uJndZkSKq1m5BdphdVXXr,0.446,0.581,0.551,-6.321,0.177,https://open.spotify.com/track/3uJndZkSKq1m5BdphdVXXr,0,Anxious
All Night (BTS World Original Soundtrack) (Pt. 3),BTS,6/21/2019,2019,59,4sfXQzbYjROMuEgDfJisj3,0.634,0.705,0.726,-4.765,0.194,https://open.spotify.com/track/4sfXQzbYjROMuEgDfJisj3,3,Happy
Lose My Breath (Feat. Charlie Puth),Stray Kids,5/10/2024,2024,69,2DXavoWAmIHlrECHPM1Vca,0.589,0.707,0.818,-5.178,0.166,https://open.spotify.com/track/2DXavoWAmIHlrECHPM1Vca,3,Happy
Air,ARTMS,5/10/2024,2024,8,0E2NCsPqw2jMpBuui126Uo,0.706,0.798,0.741,-5.116,0.424,https://open.spotify.com/track/0E2NCsPqw2jMpBuui126Uo,3,Happy
Fatal Trouble,ENHYPEN,5/13/2024,2024,70,6i1PYoUEMHqxAsAUKHkqpe,0.295,0.741,0.532,-4.007,0.0487,https://open.spotify.com/track/6i1PYoUEMHqxAsAUKHkqpe,0,Anxious
Lucifer,ENHYPEN,5/13/2024,2024,62,7Fq4xDlMtpqca0IyTYXldY,0.626,0.521,0.681,-5.319,0.532,https://open.spotify.com/track/7Fq4xDlMtpqca0IyTYXldY,1,Calm
Teeth,ENHYPEN,5/13/2024,2024,63,6JlQqA7FDfqLbnpJBwypPe,0.373,0.936,0.674,-2.018,0.0029,https://open.spotify.com/track/6JlQqA7FDfqLbnpJBwypPe,0,Anxious
Lucky Girl Syndrome,ILLIT,3/25/2024,2024,73,2kIUILBPlz4exX9xIFS275,0.439,0.915,0.757,-4.382,0.019,https://open.spotify.com/track/2kIUILBPlz4exX9xIFS275,0,Anxious
Midnight Fiction,ILLIT,3/25/2024,2024,66,6QqrxJe1iQxwLY6he6FLFo,0.824,0.837,0.687,-5.722,0.241,https://open.spotify.com/track/6QqrxJe1iQxwLY6he6FLFo,3,Happy
Welcome To MY World (feat. nævis),aespa,5/8/2023,2023,53,3q5qpprtugUIEPExuI7tRD,0.37,0.836,0.598,-1.694,0.185,https://open.spotify.com/track/3q5qpprtugUIEPExuI7tRD,0,Anxious
My World,ILLIT,3/25/2024,2024,62,2Xiaplc23BureS4EDeE8xa,0.682,0.592,0.73,-4.941,0.184,https://open.spotify.com/track/2Xiaplc23BureS4EDeE8xa,1,Calm
Accendio,IVE,4/29/2024,2024,67,1BAtAtx0VgWgAMROWK9WYf,0.662,0.875,0.759,-3.942,0.0493,https://open.spotify.com/track/1BAtAtx0VgWgAMROWK9WYf,3,Happy
RESET,IVE,4/29/2024,2024,49,4hoBqEeOJbrmakqA2Oe4xs,0.863,0.708,0.916,-5.639,0.597,https://open.spotify.com/track/4hoBqEeOJbrmakqA2Oe4xs,3,Happy
Dear. My Darling,BOYNEXTDOOR,4/15/2024,2024,58,4gHBVNtx6Kh5F97GoIg0fq,0.345,0.558,0.651,-5.928,0.67,https://open.spotify.com/track/4gHBVNtx6Kh5F97GoIg0fq,0,Anxious
Illegal,82MAJOR,4/29/2024,2024,33,2q5TggxNYCq2E8kCjVueXg,0.767,0.741,0.827,-2.779,0.106,https://open.spotify.com/track/2q5TggxNYCq2E8kCjVueXg,3,Happy
82,82MAJOR,4/29/2024,2024,31,1JsjKKCVhm7foWpm3izK3l,0.464,0.881,0.9,-3.725,0.018,https://open.spotify.com/track/1JsjKKCVhm7foWpm3izK3l,0,Anxious
Poco Loco,YOUNITE,5/1/2024,2024,20,1nzfF972bPNrxRe8ZbqX5w,0.88,0.865,0.851,-3.754,0.014,https://open.spotify.com/track/1nzfF972bPNrxRe8ZbqX5w,3,Happy
OMH (Out My Head),YOUNITE,5/1/2024,2024,22,7kOxIhsw5pd2zhH2ATz6pH,0.609,0.72,0.745,-3.92,0.282,https://open.spotify.com/track/7kOxIhsw5pd2zhH2ATz6pH,3,Happy
Faded In My Last Song,NCT U,10/12/2020,2020,34,1nPMDcLKWTtGQH98waRTIk,0.683,0.828,0.755,-3.11,0.15,https://open.spotify.com/track/1nPMDcLKWTtGQH98waRTIk,3,Happy
PADO,NCT U,8/28/2023,2023,36,7mLHba9b39oYWxxGVbPBXX,0.81,0.766,0.646,-3.921,0.0179,https://open.spotify.com/track/7mLHba9b39oYWxxGVbPBXX,3,Happy
Ma Boy,SISTAR19,5/3/2011,2011,56,1CkTEh21SLHbiAj2qy8wc1,0.768,0.767,0.751,-4.752,0.353,https://open.spotify.com/track/1CkTEh21SLHbiAj2qy8wc1,3,Happy
NO MORE (MA BOY),SISTAR19,1/16/2024,2024,44,3wdNXGxfzd1O6VBI1hg3pi,0.747,0.719,0.785,-3.789,0.146,https://open.spotify.com/track/3wdNXGxfzd1O6VBI1hg3pi,3,Happy
We Lost The Summer,TOMORROW X TOGETHER,10/26/2020,2020,53,1WrScpykT891CZhFThXJtj,0.764,0.784,0.551,-3.901,0.0391,https://open.spotify.com/track/1WrScpykT891CZhFThXJtj,3,Happy
Miracle,NEXZ,12/18/2023,2023,43,5XduJ06XvyvI6iwiAvHaqu,0.835,0.791,0.845,-1.946,0.0519,https://open.spotify.com/track/5XduJ06XvyvI6iwiAvHaqu,3,Happy
Ride the Vibe,NEXZ,5/20/2024,2024,44,2bmo0oEVhlbAgMQetHgLYC,0.813,0.854,0.688,-3.158,0.0325,https://open.spotify.com/track/2bmo0oEVhlbAgMQetHgLYC,3,Happy
BOSS,NCT,3/14/2018,2018,59,0ErzcmZ2gIwX7X0xSMQPix,0.332,0.543,0.787,-6.7,0.0233,https://open.spotify.com/track/0ErzcmZ2gIwX7X0xSMQPix,0,Anxious
Drama,aespa,11/10/2023,2023,79,5XWlyfo0kZ8LF7VSyfS4Ew,0.378,0.872,0.644,-1.54,0.164,https://open.spotify.com/track/5XWlyfo0kZ8LF7VSyfS4Ew,0,Anxious
You Calling My Name,GOT7,11/4/2019,2019,54,0IxEQbRKjdc0fKPmovjEYw,0.514,0.667,0.814,-4.065,0.093,https://open.spotify.com/track/0IxEQbRKjdc0fKPmovjEYw,0,Anxious
l i f e i s c o o l,BOYNEXTDOOR,4/15/2024,2024,55,7rXUWfUAaOmPNHS7cwfTL2,0.498,0.686,0.737,-5.554,0.179,https://open.spotify.com/track/7rXUWfUAaOmPNHS7cwfTL2,0,Anxious
TOP GANG Vol.2,MCND,5/21/2024,2024,26,590dh5KEs0TDC4Xab0N9oD,0.537,0.897,0.712,-2.841,0.0446,https://open.spotify.com/track/590dh5KEs0TDC4Xab0N9oD,3,Happy
WAY 4 LUV,PLAVE,2/26/2024,2024,61,1T6xi2QrnmwaebXGvWAjLg,0.503,0.851,0.668,-5.022,0.0142,https://open.spotify.com/track/1T6xi2QrnmwaebXGvWAjLg,0,Anxious
Cookie,NewJeans,8/1/2022,2022,70,2DwUdMJ5uxv20EhAildreg,0.661,0.638,0.847,-3.764,0.0596,https://open.spotify.com/track/2DwUdMJ5uxv20EhAildreg,1,Calm
Không Ai Khác Ngoài Em,Mỹ Mỹ,6/12/2023,2023,39,1TCoFJkxJifqLEdHMYd3r5,0.512,0.736,0.81,-6.177,0.326,https://open.spotify.com/track/1TCoFJkxJifqLEdHMYd3r5,0,Anxious
FREAK,YUQI,4/23/2024,2024,62,6ERs9uORCo1MfV0m9ixCuv,0.813,0.815,0.809,-3.517,0.0771,https://open.spotify.com/track/6ERs9uORCo1MfV0m9ixCuv,3,Happy
MANIAC,VIVIZ,11/2/2023,2023,69,618OKP1lBkNJL8uZdNSvQE,0.818,0.579,0.753,-4.514,0.19,https://open.spotify.com/track/618OKP1lBkNJL8uZdNSvQE,1,Calm
Taxi Blurr (Feat. NATTY of KISS OF LIFE),Jay Park,5/28/2024,2024,57,5IY8i6WnkqvmRnIrF4lqDx,0.565,0.574,0.612,-7.477,0.0776,https://open.spotify.com/track/5IY8i6WnkqvmRnIrF4lqDx,1,Calm
Girls Never Die,tripleS,5/8/2024,2024,65,45OflED18VsURGw2z0Y6Cv,0.675,0.912,0.667,-2.704,0.154,https://open.spotify.com/track/45OflED18VsURGw2z0Y6Cv,3,Happy
To. X,TAEYEON,11/27/2023,2023,65,2gyCwrOcC6JBoaJ8JGJ7T8,0.646,0.587,0.835,-5.814,0.396,https://open.spotify.com/track/2gyCwrOcC6JBoaJ8JGJ7T8,1,Calm
82,BADVILLAIN,6/3/2024,2024,48,4SUTbEZVSevp34tPxmbzoW,0.665,0.79,0.843,-4.443,0.00472,https://open.spotify.com/track/4SUTbEZVSevp34tPxmbzoW,3,Happy
BADVILLAIN,BADVILLAIN,6/3/2024,2024,61,3BBBK2wYC1TLOyBLnSfWTI,0.691,0.898,0.661,-3.637,0.0463,https://open.spotify.com/track/3BBBK2wYC1TLOyBLnSfWTI,3,Happy
